sk_movie_review_id,sk_movie_id,nome,nota,comentario
48dfd90725858cb000fa5e306d56a3a3294ba5c8492596b8d5380c82b4c34fbc,1be247969090fc7dadd1c4624e443ade8b5a071919325087903b897e58b51e0d,Mariana Ribeiro,5.4,"Filme ok, nada de especial."
0f10aebf6444288d3c1b0f2cf731660a879dc056c3076b19367010371b2cc4b3,b8e2769b97367939709704404c1d3934c4eef3e8003e652de141cb8966555c3e,Camila Correia,3.6,"Fraco, não recomendo."
90da482319659f683d0e1e33dd1136a2a6f344b8bb4ccd3969e0bb95cf1c8f7f,588a906218053f39b9fdc1c5fb7f803c8ddfcba361842bef64e68619d1fc3280,Ana Fernandes,7.0,Muito bom! Vale a pena assistir.
58a22171697c634de7bfb08950489dc7e3bdfa8bed68c95724bd229a49a38d61,2112ebb1b7f94bd3fa3124a12c9c1512aaea30afc19e7eff51934a1ea7c1eb78,Ana Lopes,9.3,Excepcional! História envolvente e atuações impecáveis.
f15e72de2efe2b60eaf328d08ed2e4748d4392c3d6e495b372128144aa13793f,0ab63959111a0b74165b92198d16d90ec0a8ccde70af462fdbf4a66fe7650796,Rafael Castro,3.2,Deixou a desejar em vários aspectos.
df4a836d846a7e6d4dab49f0df28c047dba8f232089218f59dd7318cca763242,4d81da0bfeaa92b62a76ea12295933ffee06fda2fdbb3a69e95ac09b6879e480,Sandra Nascimento,3.2,"Decepcionante, esperava muito mais."
3405b44f1328e0a8ef7ea21a94b579a5ff258f904cf7b982d6d7e06aed1a9774,edf9268c326057a0c4244c49b3410cdd35f88c5ed1376b5d95f4a235ef477a2c,Thiago Cardoso,8.0,"Gostei bastante, recomendo."
e695ee22587123ba11983546940454060afd6728205abc67e0d6a8f12c118393,8adf66bd13cbfead52bfca174ddf14ae495a886bfeb49ad483816bfdcbacb7d6,Leonardo Ferreira,9.7,Excepcional! História envolvente e atuações impecáveis.
1768328e52c0de118089d8a98ca387fb9a8ac4f5b596071eba7ab3b7fe2c9e17,d1d028284d63612b3e93041548dce4639006c487058a0b5fe4636ae9e54894b1,Renata Cavalcanti,0.8,Não recomendo de jeito nenhum.
d8ce81bd39d8b37ac0e20c383111cca714df5b445be5daf1ceb3759f884f4611,a20d761bb1dc08bfca113f0360503dbc5e0fbb6409a81ff368c5a646466b7bea,Sandra Souza,5.9,Assisti até o final mas não me marcou.
dd4514c15649be336786e15ef48d6abcae02ccd348fdfe9f10cf6a53ccc737af,1ba9eb4a99f46b7c3e17ae31ce76e5023f7a1e8278e0a502bbfdf67c9b1907be,Leonardo Nascimento,7.5,"Gostei bastante, recomendo."
1009f94e4f98b54c97ff7d2eebab001659bbfe78601584ac3bff93b4eda3662a,448a334be5cbdc04f3b85a8b926e47822ecf67fd3b1894af537f14dfc722396f,Alexandre Pinto,5.1,"Poderia ser melhor, mas não é ruim."
a59ff298dbb91807b03435a910c0f9c707cc4360a0302285c3fc98f912545e2f,0215522393999497a7d54ec3789f66afc936dca9ce8528074ebd88da348aec9c,Fábio Rocha,7.0,"Ótimo entretenimento, não decepciona."
4d54e07764d5a8456f80359bb64f9bcd40d8ed8304e75bffc7f2f3500ac31e38,bdfc81e59378f2e57df2e70e0fffce3dcd81c72a507d1049164ac737f0f21ab6,Fernanda Costa,2.8,Não recomendo de jeito nenhum.
20aa407f391198036ecf0ec131637cf514fc7ddf3bc82d1df861799285365130,d1157d6d8d8e8b888d146ae561d2c5b16b7927db0b3b787fda6a6fd4561b683a,Claudia Martins,1.9,Péssimo em todos os sentidos.
06ce61f82baa8da4831389f91609048af01402896056c6cc168ab9dda8669625,7a7442924622b8411b7b2a4e9d6140d3edf1a8e1dace210038515d0490ae667b,Cristina Pinto,5.2,"Mediano, tem seus momentos mas nada demais."
ce34fd82a2db0fcbb6a18194943dd87fb29b7890ea60c67156b79ed0c6ea3cd3,e3702c338f4077936953876fe57ae49f8479df5620a1d75ad3faa31500cc2f2c,Isabela Souza,1.7,"Terrível, um dos piores que já vi."
6403d5fca5ad5ad7badd590049a53ae668a81fc2cce7345e97f535267b07c685,225fec009bb126c20ce7c636baa6c4f9f2695f5a789b767ff9ee94a068d60efa,Tatiana Gomes,0.9,"Terrível, um dos piores que já vi."
860b6ca05f91e41b445ee9cf83faf40b1689a7bb7bf5d32678bf3834e9fe074d,911ed1a490435e3d9f6f6d5145af28d6faad4e73afadbd7467a5b7b0b1ccf40d,Camila Fernandes,2.4,Horrível! Perda de tempo.
5ff5cdf7533439a94ce272218b8a0bcdba4ae650e66df4998643fbd62e6e1d15,9a4cd2cbcd07d04de8dd92fad10c8378f04805a6fead8922c5d5bce628250505,Maria Teixeira,6.6,Assisti até o final mas não me marcou.
369fb28b3d07dad4f57685027ca223d877d3cb72a48ea6be37932f026bc66dda,0fbc5487525d40e6956586b5d62a1a165223e77338dd5e0f002dd03b377fa0b2,Cristina Martins,2.0,Péssimo em todos os sentidos.
f9cbbee8bca2a84df54376dc96c1175f9db3abe6f7b64b8288008e4e30b1b4ab,5542d06d0895e5cf3308e9c8fa7ec4ff22dd9f68816d6c5f2fbab818abdcb9a9,Amanda Martins,1.1,"Terrível, um dos piores que já vi."
cdcb163a5f408141f7056902c2e8e2f586882ebc89dd8e31f995f60b20597463,5484798ae26f2406cb80f132c0514aac8e5a3df3d56178d0543c695c601a9408,Matheus Mendes,0.9,"Que filme ruim, não assistam."
3ad8dbf73883ce107d37285f3863ef866cc405ec116e103b78500654669af44c,5524dbe6dde845dc40b1221762fdce886d292f78d6672de51890abe56fabf970,Mariana Ribeiro,0.4,"Que filme ruim, não assistam."
c49b6d76a0c3b826c9b7f9179848aaea3603d2671b21df952375d5266135f213,6ca671360ccdbf41593290f93eeb1a75dcb0028dae6d362d13763d5c1de62c06,Marcio Carvalho,8.8,Excepcional! História envolvente e atuações impecáveis.
328f04e10dee1af5b2cab6d174b6b1e767ae67a8da30e719a48ccece2337978a,a721f0fcc04f2b0f085a481bb1db1917ebc3e0ebb5c2a5159acbf5d26e4e20ec,Bruno Souza,9.1,"Adorei cada minuto, uma experiência inesquecível."
2a82f507ba496f9d18e5da513be306bdbac33f3047f50aa08f6e47c5cf2e6118,8e7751c386ba26c836a568b77ce9070ad9523e36ee8dbdb51513475f0cdb8228,Lucas Almeida,2.9,Não recomendo de jeito nenhum.
a0c19a5e31912ff9d205d855aa988af6090d25487cb4a026eeb3dbfed3c4984f,11ae03d4e51f55f3f1fa6e246e810d9130fc21925895c0dcfbb4421aa8a68f19,Ana Correia,9.6,"Obra-prima do cinema, simplesmente espetacular."
b9a3798124c7e1f9baf80051d9df613a77039dc3a76af740981888fe58bc54c6,ca9e0b92869a21ab5e5cf4cef697a5e69b44ac8fc36df70b125cec8639de07d0,Fernanda Dias,5.4,"Aceitável, mas esperava mais."
a65b6edd4d5a2e4d7ba779657ed1818bdd970ecc2f16a39c6a6732bb0305e584,715688fdcf0d0e62c8bec6c91d971d8a4e67563a56a2ac38c2785bd36023e501,Amanda Ferreira,7.9,"Gostei bastante, recomendo."
282ee20398a2b7f00648d062ad3c035a36813c9035f83647227629fa5f26dae5,d6c9f5162beb1e6ed0a693b47927ce9b78419a8fece99cd8b7a6581074d99032,Thiago Monteiro,2.4,Horrível! Perda de tempo.
dbbef25a708e4e89853a89bf41072f87df8e3cadc34d824288dd942d598bc1ca,6f39da01373b7f3bd46c2f63fa837a611808399b5250626bff3910a264b78c6a,Daniel Santos,3.2,"Fraco, não recomendo."
9808ce9d77576639400bac322460bb356399ccb768f8e4511adf23b4ca3aca8a,97ffadfabb301dec7c489d1cb8d0f950fb2da1ba8d13a9dcb1d7b0da1f6ad851,Camila Fernandes,5.2,"Aceitável, mas esperava mais."
0a93fa65bb2b45678a48c4e459f303742f40c815eab7fda2d18ba411010ed9bf,805f671147840973fdf05ac9085b97f31ea79ef74695a06f20b6a47f4d6ade67,Pedro Souza,1.8,Não recomendo de jeito nenhum.
ac98533cbb9dc6c9926e44269863efb4e22d865c6298701c6108016e81a623e0,47eceab988f6260e7d6ff96809a1f4daa6bc45ed009f0a5f3f90ed3fc58cf071,Tatiana Gomes,7.8,"Gostei bastante, recomendo."
0f3afeafc2cb2a660cc89ed958cc9af356657cd2a97f63f13df6d5175cb62252,95d835e045ce6f58a95865ab7cbe9648fe33301fce739d5975621c3eda4c8669,Bianca Rodrigues,1.1,Horrível! Perda de tempo.
0ee8c40b40e6714f5ffbce808c93859b636205ad9abc03b7b322bea0259093b5,339a51f0a6ec6f3d86f09e5989bdc40edfaa640d7b164d4c61f4589b19426624,Adriana Ferreira,7.2,"Ótimo entretenimento, não decepciona."
f05cb1981813fa0648717a3a5151fb635fe11dfccee21eaf90c001d529371eb6,a62ab7644552339a7bf824411a3582e6d8ccac8c49eeb95317b76bf3577b6ddc,Beatriz Costa,9.6,"Obra-prima do cinema, simplesmente espetacular."
6c630e866d12f3c841a724abeb3ba0c3cd8919a912d4b3ff007ec2ace194f7da,f53398a1daec10f5630ca44aef396c93095afd8c01878aeb568bb70d630bc4ab,Renata Silva,9.8,Perfeito! Um dos melhores filmes que já vi.
189556b5b63f414d3b362143c42f64e5c6f23065d5f8849b01225e5fbdde617c,9a864f9d970cd7cc211b404327aa37ae99bf94ae6aa7625cdce5131278cfce47,Sandra Souza,6.7,Assisti até o final mas não me marcou.
63dd41e06f4400c04a35ae80867767e8da0f692ab55c099558bc8fa7bcd688ff,b218c16d72cbf7ca0e444fbf406d81b9a9a833f2a274ad27e547265916c6d594,Camila Carvalho,4.5,"Fraco, não recomendo."
36e69e03b28fc99c0bdb2125dcd4ef7642670b1171768ec8ad370fbf3ae88039,2b72207d6f630035d85dfdbb0d0f2b02c5ec13ca391c15eac7c8b2b761eb101d,Thiago Costa,5.8,"Filme ok, nada de especial."
90390fe20075ea6b921d46a34ce7f51c99e74c2ac834d0da1abf398b0f2d21c0,36216ce294b4c56206dd1896eceae98e6d4737141c9019e272f4850148e33bcf,Beatriz Barbosa,7.5,"Gostei bastante, recomendo."
6a2c6747c843d1d84b81043cf7d7964adf52aae9d0fd8d7281ab52206aae2c19,440e8cb8056312b80dbb379fed40e8de6b026952960fff193110cab266e6b10e,Bianca Rodrigues,3.9,Deixou a desejar em vários aspectos.
6f2c282226fe5af02618ba25f053a51699256d51f28cacf2db6fa604b2f28603,33377282e6d7d35c0cda817e3c6df5747478a2da6945983030fb4ec3925e7553,Renata Ferreira,5.1,Assisti até o final mas não me marcou.
8763988e0ad064d8efa2a4c1d6ba594737b6684ae3308ffafab2a23aec5f1619,3b8850f4307e2e346f5239faecec9638e647f09ead7d86ad0b52cc9d8bb7e0ba,André Freitas,8.2,"Gostei bastante, recomendo."
bddeb5872e54c825676ce5b7afd18013b7f76e7f88add58aba56399c76115d06,90cdaf7c11c7140d2f38bd3560fd5cd3f43c76be5b06f4c287ea6af725889d9e,Diego Gomes,7.4,Legal! Uma boa opção para o fim de semana.
8f09f4aabbe58b62e36bdc1b53eb234dd2a209e20e5737d463d7cf7bcad282b2,0f1042aa1ff12c7d9a34d25fc979466b13b8d484f4a582904e38cc663ab5f907,Henrique Rodrigues,8.5,"Adorei cada minuto, uma experiência inesquecível."
13540096ece132d2ff0938b07acd1fcc3c6ab103f8d733007e96d0c86f3bb202,152049ec6ca6448cf6e41d626f36dc27caa292a17f5a0a1266482c9c58201428,Bianca Carvalho,9.4,Perfeito! Um dos melhores filmes que já vi.
870f049b73b7fe88cf771f25059c9557a1f49b543bda0a0c5aeea794654288a9,642d185f22175161eff3a6c23ee5ed572d6ff53857c59e78113c279f28525f63,Eduardo Silva,6.9,"Filme ok, nada de especial."
c3e1cb1b035fa0d2cd2d225891c57ae9823a33a5ed2c04f2c4fc997eb5dbe4fd,ffdd774d580cc05fcfcb9c497e68f60f18757b7959d5be0d3021f41e14b81c06,Roberto Gomes,3.3,"Ruim, não vale o tempo investido."
f5e6628e4769db2d20ef9df86c9933789b975345c2f81d557b99cdda64f6859c,e14f46894a9ea56540bb09ce4497b96aa3c9c8b79ec315435c5f2f0e3804283e,Isabela Fernandes,6.8,"Mediano, tem seus momentos mas nada demais."
147db0508472c02f3507d5a05025ed21feb486279302cf8ea1b6911103c10161,250687d7964b4718aceded8c2652a7ffa84c8800f3f37ed7f6be8b9423fc580e,Ana Souza,4.1,"Decepcionante, esperava muito mais."
23ac0e028f0eefb926a64cdca8c935a9461e716099dcaf495359f413276e7e7f,908fecd994b12a3eabb488d0613a78f266eab11603241d469eebb3bc4611cb3a,Isabela Lopes,2.3,"Que filme ruim, não assistam."
3952444b23a04b867e286f439c858f7ef511ba160d3852162c9233059f0e7d18,d500ba1c8d334a0a21cc9d2d27618dd7551bc2d710200616d60b3886fa14e749,Aline Teixeira,5.4,"Filme ok, nada de especial."
fa5660492cc16daf58cb59bcff5238729aae97df9a6d9d49eb402486b555ef1a,3188c68bcb19b6fdef744a88e89d197b8c56d7c9dfa19197b39ae81c641dfbab,Maria Ferreira,2.4,"Que filme ruim, não assistam."
865977d15b300c291a828503011eb3a673e3cca53e6390a80223a637e56da34e,5897ee6ff29012d89da449281887f4784ef90d33d1b716aa18f0fd0b305d7063,Eduardo Teixeira,9.2,Perfeito! Um dos melhores filmes que já vi.
f79bec64f083c4b96c66c39495055fd67ab2c10b92a117fba774bb606041453c,dce8d26a7d8fb4d38d35a017eaea63b016c3bc44f89948f2b4498bbb10b295a2,Marcio Moreira,4.9,"Fraco, não recomendo."
bfccf39840d3051d265efa3bec2c740e85804ef8ece8efdc0f1550fc02e5a5b6,0f6dee0e9d3df618be132a168b1e4a32137baaf3a0c798be1b90cf5ed619fdf9,Carlos Cavalcanti,0.5,Não recomendo de jeito nenhum.
fc5e8e2289269fa9569ebd03d1b6b61ca58de6822179248a61bc590fc09486ac,990fa2cac3ae0cdaf01a0d4172fbe67e302e5a600bd4de2bc02b99c3f0d074c0,Patrícia Barbosa,7.5,Muito bom! Vale a pena assistir.
eb7bac2ad5624c6cc90441da17fed385e8471d93ce19943305fbcbc778e02065,13898c566d872ccaf0a242848e601bdbffb16ef768900369f589224a0093a278,Larissa Ribeiro,9.0,Filme incrível! Recomendo muito!
3d0e0615d8d55b533bac6bcefcf18b9c8cf672b77bcfc6e1f79baefaa3beee5c,0b44470bb4aac7461148fc3184a0e09d9906438b06a02ef45ceaf3f7982c2962,Roberto Castro,8.5,"Obra-prima do cinema, simplesmente espetacular."
dae561a406afb7388f17a86ce7381580b403deb624053cf738ed002e79843b3c,b0488fb1188b0208b603a4c45ea1e64ab6ab7350a0ac547a7571c12f2054316e,Isabela Martins,4.9,"Decepcionante, esperava muito mais."
c0f2760a7db20d7990a4ddb4aa22bb08d991611c54cbe967430896df4b81880f,b611ca52b7a51928c78c550729fde979416e7134597ede2f3e854f621814c10b,Juliana Lima,6.2,"Aceitável, mas esperava mais."
d5c0383562f887b918e3b658158668e7bb4f878a644664567606d8a7eb5faca6,7d537a023c9f2be8e5951e54c4937b8c6885a3b8be3e999b8576f35e20026c6f,Cristina Martins,9.7,"Adorei cada minuto, uma experiência inesquecível."
097671997a12c4b0ccf75ac71d8ccda8a392580f67ae0ea4d22dee2883bfb27c,848e6eab0b8c74485a81a056c2e5e8d7af9c778cbd8de8efd3e91568a370f21b,Amanda Monteiro,8.1,Filme interessante com boas atuações.
e013b6b24e2180b5c54daacf37339d7924aeab96fd8902b6c88d2c371d151f7d,4d2cb658dbe92d3c85b9a8caf52a479b2cb3fc2ad0c9d6cfc8eacffaf49f6688,Marcio Souza,7.9,Muito bom! Vale a pena assistir.
6f91860be483620dfc27d76bb2dbf1570f446f4d43bf482ad40edd1dda810f5c,28741b17aac76d452e53ae9502f415533d8c3ca0ae6d658a911cab1172bdb35d,Vanessa Monteiro,2.1,"Que filme ruim, não assistam."
9bfed75a15dc04978666c080823d6a736abd40cf6009fa196514eca4e7ddcf85,e2699e9239dcd9514a3d6fd8ee56ed476894f5af77468c67be7f116e370b116c,Gustavo Freitas,1.4,Horrível! Perda de tempo.
ca000ef9e100b256030774d82297c926674dae0e572ccd7a1dc63e2213da9dfc,34f3f7ff5e6e6e75c1c14321ca64ce329f74be737eb053b7a0ce8c11007f54f8,Alexandre Pinto,8.5,Perfeito! Um dos melhores filmes que já vi.
800e5fdb837553e2fb1f51dbeefedff3698a3de3fdb010f0232696aa0d50a28e,7e46ad5752c0210a6698df84a01327a7035f64aed237c67bbba4764635797dbb,Adriana Carvalho,5.1,"Aceitável, mas esperava mais."
0f457ae2403472bb74f126cd8e73cd4934ef1750b01c3d4437214180a7eb91f8,65f20e0440513f2bd98b7d23d1cae7e5d8dafe0f227ea114640c81bf18606618,Tatiana Ribeiro,1.6,Horrível! Perda de tempo.
a9f1123f0122acab93dd0cd8568a96a1c7ce782ced3e4f22114b992b85301317,81d8189dcd5bd82f92ac31231cb7c32a1c3b23db2b3102eb032c7460f8c301f7,Bianca Rodrigues,3.3,"Não gostei, história confusa."
ce9e0a6ee3768df0599d98c80f92aa7b53dfdcde75ae3ac90df1741b7052c434,79be59c6da3f8d22913610124234af47481bb599abac8214a234d4462c33d869,Renata Martins,5.4,"Aceitável, mas esperava mais."
2e2178f6eaa784f0dd544a8e3e16d2df36d75bc9240e6e6374eab5854cdcbb63,aeca6b30f06fe0bf5ed1bf535a8958fca562e09960e7a055e3c7e7141d894a4e,Eduardo Silva,0.5,"Terrível, um dos piores que já vi."
8926d31f32452880a19df5d2b3324840c900af5dfa26e77ed78371f5063d917b,75065b1228b438ae878f19a6126b36172dbc9a6cf1dfec55800bbc33dbc2b69e,Cristina Reis,1.6,"Que filme ruim, não assistam."
e8161ee6d444866e350fa4e9fa5a1db12a523e77110e7b308db4a2c5d42bd57d,bb672272d1885dddc77f16c445859b1126ed11d75744ca50e0e1319f9d587460,Aline Almeida,5.0,"Poderia ser melhor, mas não é ruim."
f716b4d9f77e71e647b48aac8ce963fcdd657251e339afbf14872aee65ffcaa6,4eb1e7ec62d6c5b68c752b22b128e5961ffdbe53d63699ce0fd2ec7994c91630,Vanessa Silva,8.1,Legal! Uma boa opção para o fim de semana.
a31d4751c4edd3e7d069d483d402a7deac37fc174b249a76a0702b6b660bdc5b,1861b9e2f5ac39c810511596a4e0254dd0871e68f100f9755cf6cfb855982cfa,Daniel Ferreira,8.8,"Obra-prima do cinema, simplesmente espetacular."
f2ed820d6c788cfb8ced4a524b75488f4901607dd76f5a581b28147615caadf5,2c0fa28462dc6e60a9dc9f467a7b95ca64bd1a47a0d0b75e5d02dee573fc37e8,Camila Nascimento,5.1,"Filme ok, nada de especial."
c3565221f4269ead09f6eab3db85d642e711311c584e6d1bfc162c574472dfdf,5c41e4ba86a068e8b70e21571e9ad55717d7f0d94c4d58e619bab7c8eb29bcda,Gustavo Rocha,6.5,Assisti até o final mas não me marcou.
e501306bfc7c31f4ba7f97129f71aee8a2e07ec86dfa7c0ec6129df78ac8fd13,8bf074bb1f870553d543acd491818d76fe20c02835e5d190f3ef6f2c4934e955,Letícia Ferreira,1.0,Péssimo em todos os sentidos.
46d7f6132722afe797c8f2d63e5c30ef92aa8380861b2a90b8f612dfa70ce6cc,10cc4f51fca4dc88c8487e15324f31589145e6d545caf9cdfd0c072e47967393,Leandro Freitas,7.4,Legal! Uma boa opção para o fim de semana.
8f74a32e3c2b5fd22ce3ead03a21eab8ace417bfad4c5d840497c74312d417d3,e02938ba58a335b062fab365e402a1a26fce89968536ad5173758cf3e3d8390b,Camila Costa,6.2,Assisti até o final mas não me marcou.
16c62ec3451de456a54ba73031f379e75c5e5724815c72ddc0772b7369bda62b,ffe0eca553c3de2797ed68b58ba202885ffafbf4b2102d3691448837295874e4,Amanda Monteiro,5.2,Assisti até o final mas não me marcou.
a870f37557d98503d97a97a1800c9ea328004df561318ed2ad33a2122e9aeaa1,883a7a591ed2c0632e6d4f5b0381cf11973274892ac59b0e55adb94c6b4dd9d0,Alexandre Mendes,1.0,Péssimo em todos os sentidos.
6f1c78e25d25177101397fa69ba3c8042944756393bdc5b456f7d8e5987e746a,eab98edcb59936791dd20f5134cbcc4fadb93169936398e76f935c6764a18a0c,Letícia Mendes,2.8,Horrível! Perda de tempo.
86feecaa6d8cde59a372b4f689454061625c58597fee46200a041e1d55848470,33958308e0c3ed05396c5a6c69fdeded6c3449debe36a110d58f1f8f5602f311,Pedro Mendes,5.3,"Poderia ser melhor, mas não é ruim."
499f60f49395cc65f642e201dc18bf9fb299e62fd872a3811d87f390b3bdc566,33093c19cafd4a1f554da7f81a8a3333b973e53c6ad1df08fb1787dc6125c32b,Cristina Santos,5.5,"Aceitável, mas esperava mais."
28c468c9f70650e8be279a61dda3e44d7019cc39ebd968020063886a02337beb,ca8472e367538dd635e808ba1b688645e86ec36422312d23fd4a76d6d710bcee,Roberto Martins,9.2,"Obra-prima do cinema, simplesmente espetacular."
abb199a68bf5fcb4a9af8d7efec5717cf8be24bb0cdaa672c263588e40e6f914,d51f90cb327e788047496d2f3f4f61d63fbeff53bd54a049f2d8f8f0864c30c3,Letícia Carvalho,2.3,Péssimo em todos os sentidos.
d0c03d53eba3dbaeca5f18136818a03c39ca7e685460aef7009eb9a130ef30f4,e641d2693c564eb88076c75b973b65c4e4c78168526d88c93b2961dc99369a45,Pedro Castro,2.4,Não recomendo de jeito nenhum.
746b784c184ae1c8690db16440bb3501973199f0a2bbb3b4a9f653cf451f2768,ef233f43edcc94620bf5a1dbf632522de6a10098f7bac8611311d9152ef6724c,Sérgio Fernandes,8.1,Muito bom! Vale a pena assistir.
91bb9337e454e94e3108036160e5a690e88d5fdf7961f8df41eebe6816b440df,91d4a053b6225411f718db25905b8736a16eb09fa92d28f8332c507c7883e9f3,Leandro Almeida,3.6,Deixou a desejar em vários aspectos.
5751177f60618e197bae37e52287f7f9a24db3cbe25ef12161d7902f59708170,9ce3b024bdb76fbb1e2f747a8e8af3940e6bf22ebeb47f5274dc8eb680dc6f5f,Eduardo Correia,5.5,"Poderia ser melhor, mas não é ruim."
a0e964efead994bf604c7b2dac5fbd0ddb020d3665a4262d4bd855291be7aa68,06378264a47df5857d9f317b5bf856a28c508b93b8d38067bdf65003fee86d14,Felipe Dias,7.0,Muito bom! Vale a pena assistir.
459651cb36549f2f53678f40a45e2b13f54706d5845f9d761dd1b60ee661191a,91a7fa457f23edd617a9a8e018d242d1d0ecc44b21ec1d613357321d3738c26f,Letícia Teixeira,0.1,Péssimo em todos os sentidos.
0ec445a1631baefec61a027f5220bfc315523bd2f9eaa8e73dc12ffc9b06aecd,43287a1f4e1927ede18047a62a35d49a8249bc3504f979e54b5da3867ea73024,Bruno Souza,2.8,Não recomendo de jeito nenhum.
9acebe725b4ec53e2c4a161865b40a48911260e7bc9dffa2b00398e2dbf9d3d0,2e658d2b532947d6175d65753327bff10c736c58b01b69d8b2448e958ff6949d,Luciana Fernandes,5.9,"Filme ok, nada de especial."
709b5cc8a5826c8b307b98f3077107dfda3a0933119641e9b8c5de95084c27e8,7b85d22e4fd6d113c0bf50271a895284767db7a86b8cf4f191cc34e388a46aa8,Isabela Lopes,5.5,"Poderia ser melhor, mas não é ruim."
941c5204e6f60c6329516c81fb38155dc8937d3f4aaa224ef8030cc3ea0f42ba,4527b5ff3bf91e59c451efedf432a3d451ecc475d1c16bfa52300b694de24342,Priscila Fernandes,2.5,"Terrível, um dos piores que já vi."
2cee6714b522f9ea788b6c6972b2514b334ededd078da8746b14bd392ac2360e,8dddcc48e5740d9770c991743523ea07f2449ade97c9afd521e72a85f59cc6f2,Gabriel Cavalcanti,8.2,Muito bom! Vale a pena assistir.
ccab66070600426d06398bc2ca3dd789b1630f27628ae5cb3d5a1acce8a28952,8303b4f27e40409606267b8c849af70d5e0c50fc831c979c4b164f6cf10114b7,Gabriela Teixeira,10.0,Filme incrível! Recomendo muito!
d986c2155c96940c23432b9286b5344f36b06482c6ba70e83ab6bbfe3c6a01ef,432bb1900c76c9d5a8830d53a54985f0aec25273c6775f1deee29a2134cd17c6,Gabriel Araújo,3.5,"Fraco, não recomendo."
f374306411a5e34611d09b26d4b9a955e06984f9dd59c873452093d9590eef31,75843cc14c7b14f0e40c3838c777c40dc80bf3df4c81449a7314d76facdff2bd,Beatriz Cardoso,2.7,Péssimo em todos os sentidos.
38a11c2dd746e03bd347ad5d63401ae6e3c8167eed6586d7667af445630d2199,a7b82305b9f05405957b1e61fa5cb20d568d5103c4db7269872002cb5dfc8079,Camila Correia,8.8,Filme incrível! Recomendo muito!
